id,value,captured_at,latitude,longitude
15254763,106,2012-01-14,37.492235,141.00818333333
15255003,96,2012-01-14,37.49224,141.008205
15255004,93,2012-01-14,37.49224,141.008205
15254995,106,2012-01-14,37.492238333333,141.00819666667
15254765,100,2012-01-14,37.492235,141.00818166667
15254766,107,2012-01-14,37.492235,141.00818166667
15254764,108,2012-01-14,37.492235,141.00818166667
15254767,114,2012-01-14,37.492235,141.00818166667
15254641,100,2012-01-14,37.49224,141.00820333333
15254644,97,2012-01-14,37.49224,141.00820333333
15255001,98,2012-01-14,37.49224,141.00820333333
15255002,96,2012-01-14,37.49224,141.00820333333
15254643,97,2012-01-14,37.49224,141.00820333333
15254645,95,2012-01-14,37.49224,141.00820333333
15254642,98,2012-01-14,37.49224,141.00820333333
15254743,93,2012-01-14,37.492236666667,141.00818833333
15254778,97,2012-01-14,37.492236666667,141.00818833333
15254652,92,2012-01-14,37.49224,141.00820166667
15254646,97,2012-01-14,37.49224,141.00820166667
15254750,87,2012-01-14,37.492236666667,141.00818666667
15254744,86,2012-01-14,37.492236666667,141.00818666667
15254775,100,2012-01-14,37.492236666667,141.00818666667
15254748,81,2012-01-14,37.492236666667,141.00818666667
15254747,76,2012-01-14,37.492236666667,141.00818666667
15254746,80,2012-01-14,37.492236666667,141.00818666667
15254777,101,2012-01-14,37.492236666667,141.00818666667
15254751,88,2012-01-14,37.492236666667,141.00818666667
15254749,84,2012-01-14,37.492236666667,141.00818666667
15254745,83,2012-01-14,37.492236666667,141.00818666667
15254776,99,2012-01-14,37.492236666667,141.00818666667
15254742,93,2012-01-14,37.492236666667,141.00818666667
15254788,108,2012-01-14,37.492238333333,141.00819333333
15254789,107,2012-01-14,37.492238333333,141.00819333333
15254752,81,2012-01-14,37.492236666667,141.008185
15254754,85,2012-01-14,37.492236666667,141.008185
15254755,86,2012-01-14,37.492236666667,141.008185
15254756,94,2012-01-14,37.492236666667,141.008185
15254759,102,2012-01-14,37.492236666667,141.008185
15254753,89,2012-01-14,37.492236666667,141.008185
15254757,99,2012-01-14,37.492236666667,141.008185
15254774,99,2012-01-14,37.492236666667,141.008185
15254773,95,2012-01-14,37.492236666667,141.008185
15254758,105,2012-01-14,37.492236666667,141.008185
15254783,96,2012-01-14,37.492238333333,141.00819166667
15254787,105,2012-01-14,37.492238333333,141.00819166667
15254786,102,2012-01-14,37.492238333333,141.00819166667
15254785,103,2012-01-14,37.492238333333,141.00819166667
15254784,101,2012-01-14,37.492238333333,141.00819166667
15254760,104,2012-01-14,37.492236666667,141.00818333333
15254762,107,2012-01-14,37.492236666667,141.00818333333
15254772,100,2012-01-14,37.492236666667,141.00818333333
15254761,106,2012-01-14,37.492236666667,141.00818333333
15254631,88,2012-01-14,37.492241666667,141.008205
15254620,91,2012-01-14,37.492241666667,141.008205
15254625,87,2012-01-14,37.492241666667,141.008205
15254622,94,2012-01-14,37.492241666667,141.008205
15254630,79,2012-01-14,37.492241666667,141.008205
15254621,88,2012-01-14,37.492241666667,141.008205
15254629,83,2012-01-14,37.492241666667,141.008205
15254623,88,2012-01-14,37.492241666667,141.008205
15254626,84,2012-01-14,37.492241666667,141.008205
15254624,83,2012-01-14,37.492241666667,141.008205
15254782,95,2012-01-14,37.492238333333,141.00819
15254781,95,2012-01-14,37.492238333333,141.00819
15254779,94,2012-01-14,37.492238333333,141.00819
15254780,97,2012-01-14,37.492238333333,141.00819
15254249,115,2012-01-14,37.492255,141.00826166667
15254771,104,2012-01-14,37.492236666667,141.00818166667
15254769,109,2012-01-14,37.492236666667,141.00818166667
15254768,110,2012-01-14,37.492236666667,141.00818166667
15254770,104,2012-01-14,37.492236666667,141.00818166667
15254638,97,2012-01-14,37.492241666667,141.00820333333
15254639,100,2012-01-14,37.492241666667,141.00820333333
15254640,104,2012-01-14,37.492241666667,141.00820333333
15254634,83,2012-01-14,37.492241666667,141.00820333333
15254636,91,2012-01-14,37.492241666667,141.00820333333
15254633,89,2012-01-14,37.492241666667,141.00820333333
15254637,92,2012-01-14,37.492241666667,141.00820333333
15254632,89,2012-01-14,37.492241666667,141.00820333333
15255006,96,2012-01-14,37.492241666667,141.00820333333
15255005,96,2012-01-14,37.492241666667,141.00820333333
15254635,87,2012-01-14,37.492241666667,141.00820333333
15254615,90,2012-01-14,37.492241666667,141.00820166667
15254614,89,2012-01-14,37.492241666667,141.00820166667
15254607,87,2012-01-14,37.492241666667,141.00819833333
15254610,88,2012-01-14,37.492241666667,141.00819833333
15254608,89,2012-01-14,37.492241666667,141.00819833333
15254605,88,2012-01-14,37.492241666667,141.00819833333
15254606,88,2012-01-14,37.492241666667,141.00819833333
15254609,92,2012-01-14,37.492241666667,141.00819833333
15254604,90,2012-01-14,37.492241666667,141.00819833333
15254627,84,2012-01-14,37.492243333333,141.008205
15254628,82,2012-01-14,37.492243333333,141.008205
15254601,94,2012-01-14,37.492241666667,141.00819666667
15254597,91,2012-01-14,37.492241666667,141.00819666667
15254602,90,2012-01-14,37.492241666667,141.00819666667
15254603,90,2012-01-14,37.492241666667,141.00819666667
15254599,88,2012-01-14,37.492241666667,141.00819666667
15254600,89,2012-01-14,37.492241666667,141.00819666667
15254598,91,2012-01-14,37.492241666667,141.00819666667
15254617,92,2012-01-14,37.492243333333,141.00820333333
15254618,98,2012-01-14,37.492243333333,141.00820333333
15254616,87,2012-01-14,37.492243333333,141.00820333333
15255010,95,2012-01-14,37.492243333333,141.00820333333
15255007,96,2012-01-14,37.492243333333,141.00820333333
15254619,93,2012-01-14,37.492243333333,141.00820333333
15254594,102,2012-01-14,37.492241666667,141.008195
15254593,107,2012-01-14,37.492241666667,141.008195
15254596,92,2012-01-14,37.492241666667,141.008195
15254595,96,2012-01-14,37.492241666667,141.008195
15255009,95,2012-01-14,37.492243333333,141.00820166667
15255008,99,2012-01-14,37.492243333333,141.00820166667
15254585,100,2012-01-14,37.492241666667,141.00819333333
15254589,99,2012-01-14,37.492241666667,141.00819333333
15254586,101,2012-01-14,37.492241666667,141.00819333333
15254588,100,2012-01-14,37.492241666667,141.00819333333
15254587,101,2012-01-14,37.492241666667,141.00819333333
15254613,90,2012-01-14,37.492243333333,141.0082
15254612,97,2012-01-14,37.492243333333,141.0082
15254611,93,2012-01-14,37.492243333333,141.0082
15255014,99,2012-01-14,37.492245,141.008205
15255019,93,2012-01-14,37.492245,141.008205
15255015,100,2012-01-14,37.492245,141.008205
15255020,91,2012-01-14,37.492245,141.008205
15255018,100,2012-01-14,37.492245,141.008205
15255016,103,2012-01-14,37.492245,141.008205
15255017,104,2012-01-14,37.492245,141.008205
15255013,101,2012-01-14,37.492245,141.008205
15254579,95,2012-01-14,37.492243333333,141.00819666667
15255011,88,2012-01-14,37.492245,141.00820333333
15255012,94,2012-01-14,37.492245,141.00820333333
15254582,95,2012-01-14,37.492243333333,141.008195
15254580,94,2012-01-14,37.492243333333,141.008195
15254591,105,2012-01-14,37.492243333333,141.008195
15254592,105,2012-01-14,37.492243333333,141.008195
15254583,100,2012-01-14,37.492243333333,141.008195
15254581,92,2012-01-14,37.492243333333,141.008195
15254584,101,2012-01-14,37.492243333333,141.00819333333
15254590,105,2012-01-14,37.492243333333,141.00819333333
15255024,90,2012-01-14,37.492246666667,141.00820666667
15255022,94,2012-01-14,37.492246666667,141.00820666667
15255023,94,2012-01-14,37.492246666667,141.00820666667
15255021,96,2012-01-14,37.492246666667,141.00820666667
15255025,90,2012-01-14,37.492246666667,141.00820666667
15254578,98,2012-01-14,37.492245,141.00819666667
15254576,100,2012-01-14,37.492245,141.00819666667
15254577,105,2012-01-14,37.492245,141.00819666667
15254571,99,2012-01-14,37.492246666667,141.0082
15254471,80,2012-01-14,37.492251666667,141.00822166667
15254469,80,2012-01-14,37.492251666667,141.00822166667
15254470,81,2012-01-14,37.492251666667,141.00822166667
15254468,77,2012-01-14,37.492251666667,141.00822166667
15255027,97,2012-01-14,37.492248333333,141.00820666667
15255032,91,2012-01-14,37.492248333333,141.00820666667
15255026,95,2012-01-14,37.492248333333,141.00820666667
15255028,91,2012-01-14,37.492248333333,141.00820666667
15255031,94,2012-01-14,37.492248333333,141.00820666667
15255029,88,2012-01-14,37.492248333333,141.00820666667
15255030,85,2012-01-14,37.492248333333,141.00820666667
15254572,101,2012-01-14,37.492246666667,141.00819833333
15254575,103,2012-01-14,37.492246666667,141.00819833333
15254574,103,2012-01-14,37.492246666667,141.00819833333
15254573,106,2012-01-14,37.492246666667,141.00819833333
15254467,84,2012-01-14,37.492253333333,141.00822333333
15255033,88,2012-01-14,37.49225,141.00820833333
15254566,94,2012-01-14,37.492248333333,141.0082
15254565,92,2012-01-14,37.492248333333,141.0082
15254568,94,2012-01-14,37.492248333333,141.0082
15254570,96,2012-01-14,37.492248333333,141.0082
15254563,94,2012-01-14,37.492248333333,141.0082
15254564,94,2012-01-14,37.492248333333,141.0082
15254569,93,2012-01-14,37.492248333333,141.0082
15254567,92,2012-01-14,37.492248333333,141.0082
15255035,95,2012-01-14,37.49225,141.00820666667
15255034,95,2012-01-14,37.49225,141.00820666667
15254474,89,2012-01-14,37.492253333333,141.00822
15254473,85,2012-01-14,37.492253333333,141.00822
15254472,84,2012-01-14,37.492253333333,141.00822
15254465,89,2012-01-14,37.492255,141.00822333333
15254466,88,2012-01-14,37.492255,141.00822333333
15254464,93,2012-01-14,37.492255,141.00822333333
15255037,93,2012-01-14,37.492251666667,141.00820833333
15255036,94,2012-01-14,37.492251666667,141.00820833333
15254561,94,2012-01-14,37.49225,141.0082
15254560,97,2012-01-14,37.49225,141.0082
15254562,93,2012-01-14,37.49225,141.0082
15254559,97,2012-01-14,37.49225,141.0082
15255038,87,2012-01-14,37.492251666667,141.00820666667
15254483,80,2012-01-14,37.492255,141.00821833333
15254476,90,2012-01-14,37.492255,141.00821833333
15254484,76,2012-01-14,37.492255,141.00821833333
15254475,88,2012-01-14,37.492255,141.00821833333
15254478,92,2012-01-14,37.492255,141.00821666667
15254479,86,2012-01-14,37.492255,141.00821666667
15254477,89,2012-01-14,37.492255,141.00821666667
15254482,83,2012-01-14,37.492255,141.00821666667
15254555,89,2012-01-14,37.492251666667,141.00820166667
15254557,96,2012-01-14,37.492251666667,141.00820166667
15254554,89,2012-01-14,37.492251666667,141.00820166667
15254556,92,2012-01-14,37.492251666667,141.00820166667
